Year,Therapeutic Name,Eventual Brand Name,NDC Code,"Active Pharmaceutical Ingredient","Gene Delivery System",Targeting Strategy,Delivery Method,NCT ID,Study URL,Study Type,Phase,Trial Status,clinical trial purpose,Therapeutic Purpose,Disease Studied by Clinical Trial,DIsease Targeted by Intervention,Disease Type ,Reason for Termination,Clinical Trial Start Date,Clinical Trial End Date,"Clinical Trial Duration
(Months)",Clinical Trial Size,Enrolled type,Row in the US Polulation sheet that corresponds to the year,Column in the US Population sheet that correspoinds to the age group,Address in the US Population sheet that corresponds to the year and age group,Sex,Age,,Target Population Size,Estimated Disease Prevalence,Estimated Population Affected by Disease,Target Population Indicator,Uptake Propensity,Estimated Potential Impact,Population Multiplier using Age/Sex,Population Impacted,Entity,Entity Type,Entity Employee Count,Entity Size,Entity Research Status,Sponsor,Sponsor Type,Sponsor Class,Collaborators,Manufacturer,Treatment Cost
2023,pfizer covid-19 vaccine,Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06038617,https://clinicaltrials.gov/study/NCT06038617,Interventional,Phase 4,Recruiting,PREVENTION,PREVENTION,"Fever After Vaccination, Fever, Seizures Fever",COVID-19,Infectious,N/A,10/30/23,9/1/25,22.4,600,ESTIMATED,8,3,'1a.1. US Population'!$C$8,ALL,CHILD,COVID-19,"73,029,941",1.38%,"1,007,191",Common,46.36%,"33,855,464",0.226670872,"1,413,016",Duke University,OTHER,non-industry,Non-Industry,FALSE,Duke University,SPONSOR,OTHER,"""Kaiser Permanente"",""Columbia University"", ""Children's Hospital Medical Center, Cincinnati"", ""Centers for Disease Control and Prevention""",BioNTech SE,$136.75 
2021,pfizer vaccine,Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04912700,https://clinicaltrials.gov/study/NCT04912700,Observational,Observational,Completed,,PREVENTION,Covid19,COVID-19,Infectious,N/A,6/1/21,6/7/21,0.2,11834,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"227,544,916",William Beaumont Hospitals,OTHER,non-industry,Non-Industry,FALSE,William Beaumont Hospitals,PRINCIPAL_INVESTIGATOR,OTHER,N/A,BioNTech SE,$136.75 
2021,pfizer-biontech covid-19 vaccine (comirnaty),Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04977479,https://clinicaltrials.gov/study/NCT04977479,Interventional,Phase 2,Completed,BASIC_SCIENCE,PREVENTION,Systemic Allergic Reaction,COVID-19,Infectious,N/A,9/8/21,6/17/22,9.4,20,ACTUAL,10,8,'1a.1. US Population'!$H$10,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,41.95%,"135,156,583",1,"294,240,716",National Institutes of Health Clinical Center (CC),NIH,non-industry,Non-Industry,FALSE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,BioNTech SE,$136.75 
2021,"pfizer-biontech covid-19 vaccine, bivalent",Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04977479,https://clinicaltrials.gov/study/NCT04977479,Interventional,Phase 2,Completed,BASIC_SCIENCE,PREVENTION,Systemic Allergic Reaction,COVID-19,Infectious,N/A,9/8/21,6/17/22,9.4,20,ACTUAL,10,8,'1a.1. US Population'!$H$10,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,41.95%,"135,156,583",1,"294,240,716",National Institutes of Health Clinical Center (CC),NIH,non-industry,Non-Industry,FALSE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,BioNTech SE,$136.75 
2021,"pfizer-biontech covid-19 vaccine, bivalent",Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05000216,https://clinicaltrials.gov/study/NCT05000216,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,"Rheumatoid Arthritis (RA), Systemic Lupus Erythematosus (SLE), Pemphigus Vulgaris, Multiple Sclerosis (MS), Systemic Sclerosis (SSc), Pediatric SLE, Juvenile Idiopathic Arthritis (JIA), Juvenile Dermatomyositis (JDM), Pediatric-Onset Multiple Sclerosis (POMS)",COVID-19,Infectious,N/A,8/13/21,6/22/23,22.6,257,ACTUAL,10,8,'1a.1. US Population'!$H$10,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,41.95%,"135,156,583",1,"294,240,716",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,"""Autoimmunity Centers of Excellence"", ""Rho Federal Systems Division, Inc.""",BioNTech SE,$136.75 
2016,pp65-flLAMP mRNA DC,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT02465268,https://clinicaltrials.gov/study/NCT02465268,Interventional,Phase 2,Completed,TREATMENT,TREATMENT,"Glioblastoma Multiforme, Glioblastoma, Malignant Glioma, Astrocytoma, Grade IV, GBM",Brain and central nervous system cancer,Cancer,N/A,8/9/16,11/30/23,89,175,ACTUAL,15,7,'1a.1. US Population'!$G$15,ALL,"ADULT, OLDER_ADULT",Brain and central nervous system cancer,"248,678,630",0.04%,"110,960",Rare,100.00%,"110,960",0.770688205,0,University of Florida,OTHER,non-industry,Non-Industry,TRUE,University of Florida,SPONSOR,OTHER,"""National Cancer Institute (NCI)""",University of Florida,N/A
2021,pp65-flLAMP mRNA DC,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT04573140,https://clinicaltrials.gov/study/NCT04573140,Interventional,Phase 2,Recruiting,TREATMENT,TREATMENT,"Adult Glioblastoma, High Grade Glioma, WHO Grade III or IV Malignant Glioma",Brain and central nervous system cancer,Cancer,N/A,10/26/21,7/31/29,94.5,52,ESTIMATED,10,8,'1a.1. US Population'!$H$10,ALL,"CHILD, ADULT, OLDER_ADULT",Brain and central nervous system cancer,"322,184,940",0.03%,"93,328",Rare,100.00%,"93,328",1,0,University of Florida,OTHER,non-industry,Non-Industry,TRUE,University of Florida,SPONSOR,OTHER,"""Pacific Pediatric Neuro-Oncology Consortium"", ""University of California, San Francisco"", ""CureSearch"", ""Team Jack Foundation"", ""Florida Department of Health"", ""Food and Drug Administration (FDA)""",University of Florida,N/A
2015,pp65-LAMP mRNA DC,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT02366728,https://clinicaltrials.gov/study/NCT02366728,Interventional,Phase 2,Completed,TREATMENT,TREATMENT,"Glioblastoma, Astrocytoma, Grade IV, Giant Cell Glioblastoma, Glioblastoma Multiforme",Brain and central nervous system cancer,Cancer,N/A,10/12/15,10/31/20,61.5,64,ACTUAL,16,7,'1a.1. US Population'!$G$16,ALL,"ADULT, OLDER_ADULT",Brain and central nervous system cancer,"246,502,578",0.04%,"108,466",Rare,100.00%,"108,466",0.768771744,0,Duke University,OTHER,non-industry,Non-Industry,FALSE,"Mustafa Khasraw, MBChB, MD, FRCP, FRACP",SPONSOR_INVESTIGATOR,OTHER,N/A,Duke University,N/A
2019,pp65-LAMP mRNA DC,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT03927222,https://clinicaltrials.gov/study/NCT03927222,Interventional,Phase 2,Terminated,TREATMENT,TREATMENT,Glioblastoma,Brain and central nervous system cancer,Cancer,Resource shortage,9/30/19,2/10/23,41,6,ACTUAL,12,7,'1a.1. US Population'!$G$12,ALL,"ADULT, OLDER_ADULT",Brain and central nervous system cancer,"249,154,999",0.04%,"106,930",Rare,100.00%,"106,930",0.773329128,0,Duke University,OTHER,non-industry,Non-Industry,FALSE,"Mustafa Khasraw, MBChB, MD, FRCP, FRACP",SPONSOR_INVESTIGATOR,OTHER,N/A,Duke University,N/A
2016,pp65-shLAMP mRNA DC,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT02465268,https://clinicaltrials.gov/study/NCT02465268,Interventional,Phase 2,Completed,TREATMENT,TREATMENT,"Glioblastoma Multiforme, Glioblastoma, Malignant Glioma, Astrocytoma, Grade IV, GBM",Brain and central nervous system cancer,Cancer,N/A,8/9/16,11/30/23,89,175,ACTUAL,15,7,'1a.1. US Population'!$G$15,ALL,"ADULT, OLDER_ADULT",Brain and central nervous system cancer,"248,678,630",0.04%,"110,960",Rare,100.00%,"110,960",0.770688205,0,University of Florida,OTHER,non-industry,Non-Industry,TRUE,University of Florida,SPONSOR,OTHER,"""National Cancer Institute (NCI)""",University of Florida,N/A
2022,quadrivalent influenza mrna vaccine mrt5407,N/A,N/A,messenger RNA,unclear,Untargeted,in-vivo,NCT05553301,https://clinicaltrials.gov/study/NCT05553301,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza Immunization,Influenza,Infectious,N/A,10/3/22,1/19/24,15.8,560,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2022,quadrivalent influenza mrna vaccine mrt5410,N/A,N/A,messenger RNA,unclear,Untargeted,in-vivo,NCT05624606,https://clinicaltrials.gov/study/NCT05624606,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza Immunization,Influenza,Infectious,N/A,11/28/22,3/28/24,16.2,682,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2022,quadrivalent influenza mrna vaccine mrt5413,N/A,N/A,messenger RNA,unclear,Untargeted,in-vivo,NCT05650554,https://clinicaltrials.gov/study/NCT05650554,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza Immunization,Influenza,Infectious,N/A,12/12/22,4/2/24,15.9,682,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2024,quadrivalent influenza mrna vaccine mrt5421,N/A,N/A,messenger RNA,unclear,Untargeted,in-vivo,NCT06361875,https://clinicaltrials.gov/study/NCT06361875,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,Influenza Immunization,Influenza,Infectious,N/A,4/1/24,5/22/25,13.9,910,ACTUAL,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2024,quadrivalent influenza mrna vaccine mrt5424,N/A,N/A,messenger RNA,unclear,Untargeted,in-vivo,NCT06361875,https://clinicaltrials.gov/study/NCT06361875,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,Influenza Immunization,Influenza,Infectious,N/A,4/1/24,5/22/25,13.9,910,ACTUAL,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2024,quadrivalent influenza mrna vaccine mrt5429,N/A,N/A,messenger RNA,unclear,Untargeted,in-vivo,NCT06361875,https://clinicaltrials.gov/study/NCT06361875,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,Influenza Immunization,Influenza,Infectious,N/A,4/1/24,5/22/25,13.9,910,ACTUAL,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2024,rsv mrna lnp 1,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06237296,https://clinicaltrials.gov/study/NCT06237296,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,"Respiratory Syncytial Virus, Healthy Volunteers, Metapneumovirus Infection",Respiratory Syncytial Virus,Infectious,N/A,1/23/24,2/18/25,13.1,558,ACTUAL,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,79.15%,"197,213,032",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2024,rsv/hmpv mrna lnp 1,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06237296,https://clinicaltrials.gov/study/NCT06237296,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,"Respiratory Syncytial Virus, Healthy Volunteers, Metapneumovirus Infection",Respiratory Syncytial Virus,Infectious,N/A,1/23/24,2/18/25,13.1,558,ACTUAL,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,79.15%,"197,213,032",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2024,rsv/hmpv mrna lnp 2,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06237296,https://clinicaltrials.gov/study/NCT06237296,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,"Respiratory Syncytial Virus, Healthy Volunteers, Metapneumovirus Infection",Respiratory Syncytial Virus,Infectious,N/A,1/23/24,2/18/25,13.1,558,ACTUAL,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,79.15%,"197,213,032",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2021,sam-lnp-s,N/A,N/A,self-amplifying RNA,LNP,Untargeted,in-vivo,NCT04776317,https://clinicaltrials.gov/study/NCT04776317,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/18/21,9/15/23,30.4,81,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,0,National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,"""Gritstone bio, Inc.""","Gritstone bio, Inc.",N/A
2021,sam-lnp-s-tce,N/A,N/A,self-amplifying RNA,LNP,Untargeted,in-vivo,NCT04776317,https://clinicaltrials.gov/study/NCT04776317,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/18/21,9/15/23,30.4,81,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,0,National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,"""Gritstone bio, Inc.""","Gritstone bio, Inc.",N/A
2021,sars-cov-2 mrna vaccine formulation 1,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04798027,https://clinicaltrials.gov/study/NCT04798027,Interventional,Phase 2,Terminated,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,Sponsor's decision not to pursue further development of this product given the wide availability of authorized/approved mRNA COVID-19 vaccines,3/12/21,6/27/22,15.7,182,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,Translate Bio,N/A
2021,sars-cov-2 mrna vaccine formulation 2,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04798027,https://clinicaltrials.gov/study/NCT04798027,Interventional,Phase 2,Terminated,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,Sponsor's decision not to pursue further development of this product given the wide availability of authorized/approved mRNA COVID-19 vaccines,3/12/21,6/27/22,15.7,182,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,Translate Bio,N/A
2021,sars-cov-2 mrna vaccine formulation 3,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04798027,https://clinicaltrials.gov/study/NCT04798027,Interventional,Phase 2,Terminated,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,Sponsor's decision not to pursue further development of this product given the wide availability of authorized/approved mRNA COVID-19 vaccines,3/12/21,6/27/22,15.7,182,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,Translate Bio,N/A
2021,spikevax bivalent original/omicron ba.1,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05075538,https://clinicaltrials.gov/study/NCT05075538,Interventional,Phase 4,Terminated,PREVENTION,PREVENTION,Cancer,COVID-19,Infectious,The population as defined by the inclusion/exclusion criteria and the study logistics were leading to a poor recruitment over the past years,12/1/21,1/8/24,25.6,152,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",Jules Bordet Institute,OTHER,non-industry,Non-Industry,FALSE,Jules Bordet Institute,SPONSOR,OTHER,"""Roche Pharma AG""","ModernaTX, Inc.",$141.80 
2021,spikevax bivalent original/omicron ba.4-5,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05075538,https://clinicaltrials.gov/study/NCT05075538,Interventional,Phase 4,Terminated,PREVENTION,PREVENTION,Cancer,COVID-19,Infectious,The population as defined by the inclusion/exclusion criteria and the study logistics were leading to a poor recruitment over the past years,12/1/21,1/8/24,25.6,152,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",Jules Bordet Institute,OTHER,non-industry,Non-Industry,FALSE,Jules Bordet Institute,SPONSOR,OTHER,"""Roche Pharma AG""","ModernaTX, Inc.",$141.80 
2021,spikevax omicron xbb.1.5,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05075538,https://clinicaltrials.gov/study/NCT05075538,Interventional,Phase 4,Terminated,PREVENTION,PREVENTION,Cancer,COVID-19,Infectious,The population as defined by the inclusion/exclusion criteria and the study logistics were leading to a poor recruitment over the past years,12/1/21,1/8/24,25.6,152,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",Jules Bordet Institute,OTHER,non-industry,Non-Industry,FALSE,Jules Bordet Institute,SPONSOR,OTHER,"""Roche Pharma AG""","ModernaTX, Inc.",$141.80 
2021,the pfizer mrna-based bnt162b2 vaccine,Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04961229,https://clinicaltrials.gov/study/NCT04961229,Interventional,Phase 4,Unknown,PREVENTION,PREVENTION,"COVID-19 Acute Respiratory Distress Syndrome, Immunosuppression",COVID-19,Infectious,N/A,10/1/21,2/1/22,4.1,504,ESTIMATED,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"227,544,916",Rabin Medical Center,OTHER,non-industry,Non-Industry,FALSE,dafna yahav,SPONSOR_INVESTIGATOR,OTHER,N/A,BioNTech SE,$136.75 
2021,TTMA-xALT,N/A,N/A,messenger RNA,Other,Active,ex-vivo,NCT04837547,https://clinicaltrials.gov/study/NCT04837547,Interventional,Phase 1,Recruiting,TREATMENT,TREATMENT,"Neuroblastoma, Diffuse Intrinsic Pontine Glioma",Neuroblastoma,Genetic/Inherited Metabolic,N/A,9/20/21,9/1/25,48.1,24,ESTIMATED,10,6,'1a.1. US Population'!$F$10,ALL,"CHILD, ADULT",Neuroblastoma,"274,482,899",0.01%,"16,563",Rare,100.00%,"16,563",0.851942052,0,University of Florida,OTHER,non-industry,Non-Industry,TRUE,N/A,N/A,N/A,"""Beat Childhood Cancer Research Consortium""",University of Florida,N/A
2023,V3G CH848 mRNA-Tr2,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05903339,https://clinicaltrials.gov/study/NCT05903339,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,HIV,HIV,Infectious,N/A,8/29/23,8/30/25,24.4,36,,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,HIV,"201,452,958",1.21%,"2,440,835",Common,83.19%,"167,583,377",0.62527118,0,National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,Duke Human Vaccine Institute,N/A
2019,vrp-her2,N/A,N/A,self-amplifying RNA,Other,Active,in-vivo,NCT03632941,https://clinicaltrials.gov/study/NCT03632941,Interventional,Phase 2,Active Not Recruiting,TREATMENT,TREATMENT,"Breast Cancer, HER2+ Breast Cancer",Breast Cancer,Cancer,N/A,3/1/19,10/3/23,55.9,9,ACTUAL,12,7,'1a.1. US Population'!$G$12,ALL,"ADULT, OLDER_ADULT",Breast Cancer,"249,154,999",1.49%,"3,720,434",Common,100.00%,"3,720,434",0.773329128,0,Duke University,OTHER,non-industry,Non-Industry,FALSE,Herbert Lyerly,SPONSOR_INVESTIGATOR,OTHER,"""Merck Sharp & Dohme LLC""",Duke University,N/A
2023,VX-522,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT05668741,https://clinicaltrials.gov/study/NCT05668741,Interventional,Phase 2,Recruiting,TREATMENT,TREATMENT,Cystic Fibrosis,Cystic Fibrosis,Genetic/Inherited Metabolic,N/A,2/27/23,3/1/25,24.4,33,,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Cystic Fibrosis,"249,154,999",0.01%,"30,933",Rare,100.00%,"30,933",0.773329128,0,Vertex Pharmaceuticals Incorporated,INDUSTRY,"5,400",Small Pharma,FALSE,Vertex Pharmaceuticals Incorporated,SPONSOR,INDUSTRY,"""Moderna, Inc""","ModernaTX, Inc.",N/A
